Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Brookview Promenade,265 Brookview Centre Way,,Knoxville,TN,37919,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,35.935669,-84.005456,2023-10-22,95183,2023-10-22 23:57:21 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Henderson Hutcherson and McCullough,1200 Market St,,Chattanooga,TN,37402,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.0421861,-85.308904,2023-10-22,95190,2023-10-22 23:57:22 UTC,,,,2012-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Titanic Pigeon Forge,2134 Parkway,,Pigeon Forge,TN,37863,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.821406,-83.578337,2023-10-22,95203,2023-10-22 23:57:22 UTC,,,,2012-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Loews Vanderbilt Hotel,2100 West End Avenue,Paid Parking Garage||,Nashville,TN,37203,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,36.150544,-86.802403,2023-10-23,95221,2023-10-23 00:00:05 UTC,,,,2011-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,City of Franklin - 2nd Ave,109 2nd Ave South,,Franklin,TN,37064,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.9256575,-86.8674099,2023-10-23,95453,2023-10-23 00:00:07 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,City of Franklin - 4th Ave,115 4th Avenue South,,Franklin,TN,37064,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.9241797,-86.8699657,2023-10-23,95454,2023-10-23 00:00:07 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Midtown Cafe,102 19th Avenue S,,Nashville,TN,37203,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,36.151923,-86.79686,2023-10-23,95484,2023-10-23 00:03:08 UTC,,,,2014-02-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Integra Hills Preserve,9100 Integra Preserve Court,,Ooltewah,TN,37363,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.0663,-85.0745,2023-10-22,95497,2023-10-22 23:58:30 UTC,,,,2016-03-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Commodore Hotel Linden,114 E. Main Street,,Linden,TN,37096,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.616609,-87.838277,2023-10-22,95649,2023-10-22 23:57:55 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Pellissippi State (Magnolia Ave),1610 E Magnolia Ave,,Knoxville,TN,37917,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.977993,-83.907603,2023-10-23,95772,2023-10-23 00:00:44 UTC,,,,2011-09-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Pellissippi State,10915 Hardin Valley Road,,Knoxville,TN,37932,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.94657,-84.164617,2023-10-23,95978,2023-10-23 00:00:07 UTC,,,,2011-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Pellissippi State (Blount County Campus),2731 W. Lamar Alexander Hwy,Charger #147 under repair.||,Friendsville,TN,37737,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.755076,-84.072247,2023-10-23,96093,2023-10-23 00:02:35 UTC,,,,2012-05-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Fairfield Inn & Suites Kodak,3620 Outdoor Sportsman Place,,Kodak,TN,37764,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.985804,-83.610977,2023-10-22,96156,2023-10-22 23:57:23 UTC,,,,2015-11-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Cross Park Realty Partners LLC,9111 Cross Park Dr,.||,Knoxville,TN,37923,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,35.92301,-84.08731,2023-10-22,96322,2023-10-22 23:57:55 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Criminal Justice Center,245 Washington Ave,"Paid Parking - Garage for Jury Duty and ||Court visits, located on the first ||floor, midway on the left.||",Memphis,TN,38103,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,35.147539,-90.046249,2023-10-23,96344,2023-10-23 00:04:28 UTC,,,,2016-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hilton Garden Inn Chattanooga,2343 Shallowford Village Dr.,,Chattanooga,TN,37421,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.045076,-85.156036,2023-10-23,96356,2023-10-23 00:03:43 UTC,,,,2011-07-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Maury Regional Medical Center,1224 Trotwood Ave,,Columbia,TN,38401,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.606597,-87.067605,2023-10-23,96368,2023-10-23 00:03:43 UTC,,,,2012-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Three Rivers Market,1100 N Central Street,,Knoxville,TN,37917,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.981352,-83.928208,2023-10-23,96371,2023-10-23 00:04:27 UTC,,,,2012-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Shoppers Garage,85 N Front St,Chargers under repair.||,Memphis,TN,38103,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.147834,-90.0532075,2023-10-23,96459,2023-10-23 00:02:35 UTC,,,,2012-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Springhill Suites Pigeon Forge,120 Christmas Tree Lane,,Pigeon Forge,TN,37863,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.808857,-83.575849,2023-10-22,96527,2023-10-22 23:57:23 UTC,,,,2014-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn Express Alcoa,130 Associates Blvd,,Alcoa,TN,37701,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.783947,-83.988546,2023-10-22,96528,2023-10-22 23:57:23 UTC,,,,2014-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,La Quinta Alcoa,126 Cusick Rd,,Alcoa,TN,37701,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.811537,-83.982389,2023-10-22,96531,2023-10-22 23:57:23 UTC,,,,2014-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn Cedar Bluff,9134 Executive Park Drive,,Knoxville,TN,37923,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.919789,-84.088552,2023-10-22,96532,2023-10-22 23:57:23 UTC,,,,2014-11-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn Express Kodak,3526 Outdoor World Drive,,Kodak,TN,37764,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,35.984378,-83.613235,2023-10-22,96533,2023-10-22 23:57:23 UTC,,,,2014-11-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Integra Hills (Location 1),9198 Integra Hills Lane,,Ooltewah,TN,37363,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.066943,-85.074911,2023-10-22,100238,2023-10-22 23:59:04 UTC,,,,2018-08-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Integra Hills (Location 2),9198 Integra Hills Lane,,Ooltewah,TN,37363,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,35.068252,-85.073931,2023-10-22,100239,2023-10-22 23:59:04 UTC,,,,2018-08-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,McMinnville Electric System - Main Building,200 W Morford St,,McMinnville,TN,37110,,931-473-3144,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.682623,-85.774901,2021-01-14,100324,2023-09-25 14:15:45 UTC,T,,,2018-03-01,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false
ELEC,The Pinnacle - Tesla Supercharger,416 Pinnacle Parkway,,Bristol,TN,37620,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,36.59171,-82.261227,2023-07-01,102414,2023-07-14 19:41:28 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Chattanooga Airport (CHA) - Tesla Supercharger,1001 Airport Road,,Chattanooga,TN,37421,,877-798-3752,E,,Public,24 hours daily,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,200-8,35.038644,-85.19593,2023-07-01,102415,2023-07-14 19:41:28 UTC,P,,,2014-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Jackson Plaza - Tesla Supercharger,377 West Jackson Street,,Cookeville,TN,38501,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,36.155817,-85.515186,2023-07-01,102416,2023-07-14 19:41:28 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn Express & Suites - Tesla Supercharger,100 Barzani Blvd,,Dickson,TN,37055,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,36.018436,-87.333018,2023-07-01,102417,2023-07-14 19:41:28 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Casey Jones Village - Tesla Supercharger,56 Casey Jones Lane,,Jackson,TN,38305,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,35.66042,-88.855619,2023-07-01,102418,2023-07-14 19:41:28 UTC,P,,,2016-12-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Pavilion of Turkey Creek - Tesla Supercharger,10936 Parkside Dr,,Knoxville,TN,37934,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,35.901319,-84.149634,2023-07-01,102419,2023-07-14 19:41:28 UTC,P,,,2015-04-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Dunkin Donuts - Tesla Supercharger,2224 Hillsboro Blvd.,,Manchester,TN,37355,,877-798-3752,E,,Public,24 hours daily,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-9,35.458629,-86.057393,2023-07-01,102420,2023-07-14 19:41:28 UTC,P,,,2018-07-23,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Park Place Centre - Tesla Supercharger,6073 Park Avenue,,Memphis,TN,38119,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,35.097801,-89.858957,2023-07-01,102421,2023-07-14 19:41:28 UTC,P,,,2016-12-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,JLR NASHVILLE STATION1,3 Cadillac Dr,,Brentwood,TN,37027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.03643,-86.797484,2023-10-23,103077,2023-10-23 00:20:28 UTC,,,,2018-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,McGhee Tyson Airport,2055 Alcoa Hwy,Located on the first level of the short term parking garage,Alcoa,TN,37701,,865-970-2749,E,,Public,24 hours daily; pay parking lot,,,,,,2,,,Non-Networked,,GPS,35.80497669596536,-83.98941890744015,2023-09-14,104586,2023-09-14 14:01:49 UTC,P,,,2014-01-01,,,,,J1772,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Cumberland Plaza Garage,133 Commerce St,,Clarksville,TN,37040,,931-553-2436,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,36.525861,-87.361493,2022-11-10,104591,2023-02-14 15:54:11 UTC,LG,,,2017-01-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Dickson Electric System,236 Cowan Rd,,Dickson,TN,37055,,615-446-9051,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,36.065339,-87.386541,2023-09-14,104592,2023-09-14 14:01:49 UTC,T,,,2016-05-01,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Ford Lincoln of Franklin,1129 Murfreesboro Rd,,Franklin,TN,37064,,615-823-7196,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,35.918324,-86.833177,2023-09-14,104593,2023-09-14 14:01:49 UTC,P,,,2014-01-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,McEwen Building,1550 W McEwen Dr,,Franklin,TN,37067,,615-970-3536,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,35.936008,-86.827124,2023-01-10,104594,2023-02-14 15:54:11 UTC,P,,,2015-01-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Whole Foods Market,7825 US-72,,Germantown,TN,38138,,901-896-3245,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,35.08896,-89.80219,2023-09-14,104595,2023-09-14 14:01:49 UTC,P,,,2015-08-01,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Brown Squirrel Furniture,9901 Sherrill Blvd,,Knoxville,TN,37932,,865-693-1291,E,,Public,"10am-8pm M-Sat, 1pm-6pm Sun; for customer use only",,,,,,2,,,Non-Networked,,GPS,35.914452,-84.112427,2023-09-14,104596,2023-09-14 14:01:49 UTC,P,,,2015-01-01,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false
ELEC,Whole Foods Market,6730 Paper Mill Dr,,Knoxville,TN,37919,,865-291-6400,E,,Public,8am-9pm daily,,,,,,1,,,Non-Networked,,GPS,35.933079,-84.015922,2023-09-14,104599,2023-09-14 14:01:49 UTC,P,,,2015-01-01,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Melton Hill Dam - Overlook Parking Area,1824 Woodlawn Rd,,Lenoir City,TN,37771,,800-882-5263,E,,Public,Park hours,,,,,,2,,,Non-Networked,,GPS,35.88315568187158,-84.3025944761963,2021-09-10,104600,2022-02-10 19:42:29 UTC,P,,,2014-01-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Melton Hill Dam - Tailwater Parking Area,2015 Grubb Rd,,Lenoir City,TN,37771,,865-632-2264,E,,Public,Park hours,,,,,,2,,,Non-Networked,,GPS,35.88578498239254,-84.30361850268554,2021-09-10,104601,2023-08-31 14:25:46 UTC,P,,,2014-01-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Ingles Market,404 US-321,,Lenoir City,TN,37771,,865-988-5902,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,35.802582,-84.262589,2023-01-10,104602,2023-02-14 15:54:11 UTC,P,,,2017-01-01,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Memphis International Airport,2491 Winchester Rd,Located on level 5 of Economy Parking,Memphis,TN,38116,,901-922-8065,E,,Public,24 hours daily,,,,,,10,,,Non-Networked,,GPS,35.0488029503098,-89.98090376322938,2021-09-10,104603,2023-08-24 19:57:50 UTC,P,,,2014-01-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Parking fee,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Chamber of Commerce,3050 Medical Center Pkwy,,Murfreesboro,TN,37129,,615-893-6565,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,35.866934,-86.449001,2023-09-14,104604,2023-09-14 14:01:49 UTC,LG,,,2011-01-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,CARTA CHATTANOOGA COL,4501 Amnicola Hwy,,Chattanooga,TN,37406,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.102057,-85.235075,2023-10-23,104917,2023-10-23 00:11:49 UTC,,,,2018-11-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GARAGE 2 MNAA PARK GA 2,2 Terminal Dr,,Nashville,TN,37214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.130669,-86.667492,2023-10-23,105377,2023-10-23 00:23:36 UTC,,,,2018-12-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn Express & Suites Nashville SE Antioch - Tesla Destination,201 Crossings Pl,,Antioch,TN,37013,,615-731-2361  877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.0439915,-86.6480986,2022-10-06,115575,2023-01-18 15:15:20 UTC,P,,,2017-11-29,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn Nashville-I-24 Hickory Hollow - Tesla Destination,210 Crossings Pl,,Antioch,TN,37013,,615-731-9911  877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,36.0448739,-86.6479546,2022-10-06,115576,2023-01-18 15:15:20 UTC,P,,,2017-10-05,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,DelMonaco Winery & Vineyards - Tesla Destination,600 Lance Dr,,Baxter,TN,38544,,931-858-1177  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.163439,-85.615665,2022-10-06,115577,2023-01-18 15:15:20 UTC,P,,,2018-02-01,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn & Suites Chattanooga/ Downtown - Tesla Destination,400 Chestnut St,,Chattanooga,TN,37402,,423-693-0501  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.0517332,-85.3113814,2022-10-06,115578,2023-01-18 15:15:20 UTC,P,,,2018-05-25,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,DoubleTree by Hilton Chattanooga Downtown - Tesla Destination,407 Chestnut St,,Chattanooga,TN,37402,,423-756-5150  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.0512209,-85.3124976,2022-10-06,115579,2023-01-18 15:15:20 UTC,P,,,2018-03-26,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn & Suites Chattanooga Downtown - Tesla Destination,434 Chestnut St,,Chattanooga,TN,37402,,423-777-5858  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.051119,-85.311229,2022-10-06,115580,2023-01-18 15:15:20 UTC,P,,,2016-11-16,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Home2 Suites by Hilton Clarksville/Ft. Campbell - Tesla Destination,"3020 Mr. ""C"" Dr",,Clarksville,TN,37040,,931-645-7771  877-798-3752,E,,Public,,,,,,,10,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.5930397,-87.2863968,2022-10-06,115581,2023-01-18 15:15:20 UTC,P,,,2017-10-02,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Old Glory Distilling Co. - Tesla Destination,451 Alfred Thun Rd,,Clarksville,TN,37040,,931-919-2522  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.596445,-87.277796,2022-10-06,115582,2023-01-18 15:15:20 UTC,P,,,2016-03-07,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Stonehaus Winery - Tesla Destination,2444 Genesis Rd,,Crossville,TN,38571,,931-484-8461  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.985032,-85.010353,2022-10-06,115584,2023-01-18 15:15:20 UTC,P,,,2016-03-18,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Comfort Inn Dickson - Tesla Destination,1085 E Christi Dr,,Dickson,TN,37055,,615-740-1000  877-798-3752,E,,Public,,,,,,,10,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,36.0221579,-87.3347879,2022-10-06,115585,2023-01-18 15:15:20 UTC,P,,,2018-03-12,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Home2 Suites by Hilton Nashville Franklin - Tesla Destination,107 International Dr,,Franklin,TN,37067,,615-771-8032  877-798-3752,E,,Public,,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,35.9559429,-86.8054694,2022-10-06,115586,2023-01-18 15:15:20 UTC,P,,,2018-02-12,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn & Suites Nashville/Franklin/Cool Springs - Tesla Destination,7141 South Springs Dr,,Franklin,TN,37067,,615-771-7225  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,35.952404,-86.813731,2022-10-06,115587,2023-01-18 15:15:20 UTC,P,,,2016-11-03,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hilton Garden Inn Nashville Franklin/ Cool Springs - Tesla Destination,9150 Carothers Pkwy,,Franklin,TN,37067,,615-656-2700  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,35.959448,-86.800246,2022-10-06,115588,2023-01-18 15:15:20 UTC,P,,,2017-07-17,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
